time,P_CALC,SOIL_MOISTURE_5,SOIL_MOISTURE_10,SOIL_MOISTURE_20,SOIL_MOISTURE_50,SOIL_MOISTURE_100
2024-05-11T15:00:00.0,0.0,0.192,0.225,0.226,0.247,0.238
2024-05-11T16:00:00.0,0.0,0.19,0.225,0.225,0.247,0.238
2024-05-11T17:00:00.0,0.0,0.189,0.225,0.225,0.246,0.238
2024-05-11T18:00:00.0,0.0,0.188,0.225,0.225,0.246,0.238
2024-05-11T19:00:00.0,0.0,0.188,0.224,0.225,0.246,0.238
2024-05-11T20:00:00.0,0.0,0.188,0.225,0.224,0.246,0.238
2024-05-11T21:00:00.0,0.0,0.188,0.225,0.225,0.246,0.238
2024-05-11T22:00:00.0,0.0,0.188,0.225,0.224,0.246,0.238
2024-05-11T23:00:00.0,0.0,0.188,0.225,0.224,0.246,0.238
2024-05-12T00:00:00.0,0.0,0.188,0.225,0.224,0.246,0.238
2024-05-12T01:00:00.0,0.0,0.188,0.225,0.224,0.246,0.238
2024-05-12T02:00:00.0,0.0,0.188,0.225,0.224,0.246,0.238
2024-05-12T03:00:00.0,0.0,0.188,0.225,0.224,0.246,0.237
2024-05-12T04:00:00.0,0.0,0.187,0.225,0.224,0.246,0.237
2024-05-12T05:00:00.0,0.0,0.188,0.225,0.224,0.246,0.237
2024-05-12T06:00:00.0,0.0,0.187,0.225,0.224,0.246,0.238
2024-05-12T07:00:00.0,0.0,0.187,0.225,0.224,0.246,0.237
2024-05-12T08:00:00.0,0.0,0.187,0.225,0.224,0.246,0.237
2024-05-12T09:00:00.0,0.0,0.187,0.225,0.223,0.246,0.237
2024-05-12T10:00:00.0,0.0,0.187,0.224,0.223,0.246,0.238
2024-05-12T11:00:00.0,0.0,0.185,0.224,0.222,0.246,0.238
2024-05-12T12:00:00.0,0.0,0.184,0.223,0.221,0.246,0.237
2024-05-12T13:00:00.0,0.0,0.182,0.222,0.221,0.246,0.237
2024-05-12T14:00:00.0,0.0,0.181,0.222,0.22,0.246,0.237
2024-05-12T15:00:00.0,0.0,0.181,0.222,0.219,0.245,0.237
2024-05-12T16:00:00.0,0.0,0.18,0.221,0.218,0.245,0.237
2024-05-12T17:00:00.0,0.0,0.179,0.221,0.218,0.245,0.237
2024-05-12T18:00:00.0,0.0,0.178,0.221,0.218,0.245,0.237
2024-05-12T19:00:00.0,0.0,0.178,0.22,0.218,0.245,0.237
2024-05-12T20:00:00.0,0.0,0.178,0.22,0.218,0.245,0.237
2024-05-12T21:00:00.0,0.0,0.178,0.22,0.218,0.245,0.237
2024-05-12T22:00:00.0,0.0,0.178,0.22,0.218,0.245,0.237
2024-05-12T23:00:00.0,0.0,0.178,0.22,0.217,0.245,0.236
2024-05-13T00:00:00.0,0.0,0.178,0.22,0.217,0.245,0.236
2024-05-13T01:00:00.0,0.0,0.177,0.22,0.217,0.245,0.236
2024-05-13T02:00:00.0,0.0,0.178,0.219,0.217,0.245,0.237
2024-05-13T03:00:00.0,0.0,0.177,0.22,0.217,0.245,0.237
2024-05-13T04:00:00.0,0.0,0.177,0.22,0.217,0.245,0.237
2024-05-13T05:00:00.0,0.0,0.178,0.219,0.216,0.245,0.237
2024-05-13T06:00:00.0,0.0,0.178,0.219,0.217,0.245,0.237
2024-05-13T07:00:00.0,0.0,0.177,0.219,0.216,0.245,0.237
2024-05-13T08:00:00.0,0.0,0.177,0.219,0.216,0.245,0.237
2024-05-13T09:00:00.0,0.0,0.177,0.219,0.216,0.245,0.237
2024-05-13T10:00:00.0,0.0,0.177,0.219,0.216,0.245,0.237
2024-05-13T11:00:00.0,0.0,0.178,0.219,0.216,0.245,0.237
2024-05-13T12:00:00.0,0.0,0.177,0.219,0.216,0.244,0.237
2024-05-13T13:00:00.0,0.0,0.177,0.219,0.216,0.244,0.236
2024-05-13T14:00:00.0,0.0,0.177,0.218,0.215,0.244,0.236
2024-05-13T15:00:00.0,0.0,0.176,0.218,0.215,0.244,0.236
2024-05-13T16:00:00.0,0.0,0.176,0.218,0.215,0.244,0.236
2024-05-13T17:00:00.0,0.0,0.176,0.218,0.215,0.244,0.236
2024-05-13T18:00:00.0,0.0,0.176,0.218,0.215,0.244,0.236
2024-05-13T19:00:00.0,0.0,0.176,0.218,0.215,0.244,0.236
2024-05-13T20:00:00.0,0.4,0.176,0.217,0.215,0.244,0.236
2024-05-13T21:00:00.0,0.0,0.175,0.217,0.215,0.244,0.236
2024-05-13T22:00:00.0,1.5,0.176,0.217,0.215,0.244,0.236
2024-05-13T23:00:00.0,6.5,0.2,0.228,0.215,0.244,0.236
2024-05-14T00:00:00.0,0.0,0.211,0.236,0.215,0.244,0.236
2024-05-14T01:00:00.0,0.0,0.213,0.235,0.216,0.244,0.236
2024-05-14T02:00:00.0,0.0,0.214,0.233,0.216,0.244,0.236
2024-05-14T03:00:00.0,0.0,0.214,0.232,0.216,0.244,0.236
2024-05-14T04:00:00.0,0.0,0.214,0.231,0.217,0.244,0.236
2024-05-14T05:00:00.0,0.0,0.214,0.23,0.217,0.244,0.236
2024-05-14T06:00:00.0,0.0,0.214,0.229,0.218,0.243,0.236
2024-05-14T07:00:00.0,0.0,0.214,0.229,0.218,0.243,0.236
2024-05-14T08:00:00.0,0.0,0.213,0.229,0.218,0.243,0.236
2024-05-14T09:00:00.0,0.0,0.213,0.229,0.218,0.244,0.236
2024-05-14T10:00:00.0,0.0,0.213,0.228,0.219,0.243,0.236
2024-05-14T11:00:00.0,0.0,0.211,0.227,0.218,0.243,0.236
2024-05-14T12:00:00.0,0.0,0.21,0.226,0.218,0.243,0.236
2024-05-14T13:00:00.0,0.0,0.208,0.226,0.218,0.243,0.236
2024-05-14T14:00:00.0,0.0,0.207,0.224,0.217,0.243,0.236
2024-05-14T15:00:00.0,0.0,0.204,0.224,0.217,0.243,0.236
2024-05-14T16:00:00.0,0.0,0.202,0.223,0.217,0.243,0.236
2024-05-14T17:00:00.0,0.0,0.202,0.223,0.216,0.243,0.236
2024-05-14T18:00:00.0,0.0,0.201,0.222,0.217,0.243,0.236
2024-05-14T19:00:00.0,0.0,0.201,0.222,0.217,0.243,0.236
2024-05-14T20:00:00.0,0.0,0.201,0.222,0.217,0.244,0.236
2024-05-14T21:00:00.0,0.0,0.201,0.222,0.217,0.243,0.235
2024-05-14T22:00:00.0,0.0,0.201,0.222,0.217,0.243,0.236
2024-05-14T23:00:00.0,0.0,0.2,0.222,0.217,0.243,0.236
2024-05-15T00:00:00.0,0.0,0.2,0.222,0.217,0.243,0.235
2024-05-15T01:00:00.0,0.0,0.2,0.222,0.217,0.243,0.235
2024-05-15T02:00:00.0,0.0,0.2,0.222,0.217,0.243,0.235
2024-05-15T03:00:00.0,0.0,0.2,0.221,0.217,0.243,0.235
2024-05-15T04:00:00.0,0.0,0.2,0.222,0.217,0.243,0.235
2024-05-15T05:00:00.0,0.0,0.199,0.221,0.217,0.243,0.235
2024-05-15T06:00:00.0,0.0,0.199,0.222,0.217,0.243,0.235
2024-05-15T07:00:00.0,0.0,0.199,0.221,0.217,0.243,0.235
2024-05-15T08:00:00.0,0.0,0.199,0.221,0.217,0.243,0.235
2024-05-15T09:00:00.0,0.0,0.199,0.221,0.217,0.243,0.235
2024-05-15T10:00:00.0,0.0,0.198,0.221,0.217,0.243,0.235
2024-05-15T11:00:00.0,0.0,0.197,0.221,0.216,0.243,0.235
2024-05-15T12:00:00.0,0.0,0.196,0.221,0.216,0.243,0.235
2024-05-15T13:00:00.0,0.0,0.194,0.22,0.215,0.243,0.235
2024-05-15T14:00:00.0,0.0,0.192,0.219,0.213,0.243,0.235
2024-05-15T15:00:00.0,0.0,0.191,0.218,0.213,0.243,0.235
2024-05-15T16:00:00.0,0.0,0.189,0.218,0.213,0.242,0.235
2024-05-15T17:00:00.0,0.0,0.188,0.217,0.212,0.242,0.234
2024-05-15T18:00:00.0,0.0,0.187,0.217,0.212,0.242,0.235
2024-05-15T19:00:00.0,0.0,0.187,0.217,0.212,0.242,0.234
2024-05-15T20:00:00.0,0.0,0.187,0.217,0.212,0.242,0.234
2024-05-15T21:00:00.0,0.0,0.186,0.217,0.212,0.242,0.234
2024-05-15T22:00:00.0,0.0,0.186,0.217,0.212,0.242,0.234
2024-05-15T23:00:00.0,0.0,0.186,0.217,0.212,0.242,0.234
2024-05-16T00:00:00.0,0.0,0.186,0.217,0.212,0.242,0.234
2024-05-16T01:00:00.0,0.0,0.187,0.217,0.213,0.242,0.234
2024-05-16T02:00:00.0,0.0,0.186,0.217,0.212,0.242,0.234
2024-05-16T03:00:00.0,0.0,0.186,0.217,0.212,0.242,0.234
2024-05-16T04:00:00.0,0.0,0.186,0.217,0.212,0.242,0.234
2024-05-16T05:00:00.0,0.0,0.186,0.217,0.212,0.242,0.234
2024-05-16T06:00:00.0,0.0,0.186,0.217,0.213,0.242,0.234
2024-05-16T07:00:00.0,0.0,0.186,0.217,0.213,0.242,0.234
2024-05-16T08:00:00.0,0.0,0.186,0.216,0.212,0.242,0.234
2024-05-16T09:00:00.0,0.0,0.185,0.216,0.212,0.242,0.234
2024-05-16T10:00:00.0,0.0,0.184,0.216,0.212,0.242,0.234
2024-05-16T11:00:00.0,0.0,0.183,0.216,0.21,0.242,0.234
2024-05-16T12:00:00.0,0.0,0.181,0.216,0.21,0.242,0.234
2024-05-16T13:00:00.0,0.0,0.179,0.215,0.209,0.241,0.234
2024-05-16T14:00:00.0,0.0,0.178,0.214,0.208,0.241,0.234
2024-05-16T15:00:00.0,0.0,0.176,0.213,0.207,0.241,0.234
2024-05-16T16:00:00.0,0.0,0.176,0.213,0.207,0.241,0.234
2024-05-16T17:00:00.0,0.0,0.176,0.213,0.207,0.241,0.234
2024-05-16T18:00:00.0,0.3,0.176,0.213,0.207,0.241,0.234
2024-05-16T19:00:00.0,0.0,0.176,0.213,0.207,0.241,0.234
2024-05-16T20:00:00.0,0.0,0.175,0.213,0.207,0.241,0.234
2024-05-16T21:00:00.0,6.3,0.183,0.213,0.207,0.241,0.234
2024-05-16T22:00:00.0,6.3,0.241,0.227,0.207,0.241,0.234
2024-05-16T23:00:00.0,0.0,0.254,0.251,0.209,0.241,0.234
2024-05-17T00:00:00.0,0.0,0.25,0.251,0.211,0.241,0.234
2024-05-17T01:00:00.0,0.3,0.247,0.251,0.212,0.241,0.233
2024-05-17T02:00:00.0,0.0,0.246,0.251,0.213,0.24,0.233
2024-05-17T03:00:00.0,0.0,0.244,0.251,0.215,0.241,0.234
2024-05-17T04:00:00.0,6.7,0.253,0.263,0.216,0.241,0.233
2024-05-17T05:00:00.0,0.3,0.269,0.305,0.227,0.241,0.233
2024-05-17T06:00:00.0,0.0,0.263,0.301,0.232,0.241,0.233
2024-05-17T07:00:00.0,0.0,0.26,0.298,0.235,0.241,0.233
2024-05-17T08:00:00.0,0.0,0.257,0.295,0.235,0.241,0.233
2024-05-17T09:00:00.0,0.0,0.256,0.293,0.237,0.241,0.233
2024-05-17T10:00:00.0,0.0,0.254,0.291,0.238,0.241,0.233
2024-05-17T11:00:00.0,0.0,0.252,0.289,0.238,0.241,0.233
2024-05-17T12:00:00.0,0.0,0.25,0.288,0.238,0.241,0.233
2024-05-17T13:00:00.0,0.0,0.248,0.286,0.238,0.241,0.233
2024-05-17T14:00:00.0,0.0,0.246,0.284,0.238,0.241,0.233
2024-05-17T15:00:00.0,0.0,0.244,0.283,0.238,0.241,0.233
2024-05-17T16:00:00.0,0.0,0.242,0.281,0.238,0.241,0.233
2024-05-17T17:00:00.0,0.0,0.241,0.28,0.238,0.241,0.233
2024-05-17T18:00:00.0,0.0,0.241,0.279,0.238,0.241,0.233
2024-05-17T19:00:00.0,0.0,0.239,0.278,0.238,0.241,0.233
2024-05-17T20:00:00.0,0.0,0.239,0.277,0.238,0.241,0.233
2024-05-17T21:00:00.0,0.0,0.239,0.277,0.238,0.241,0.233
2024-05-17T22:00:00.0,0.0,0.238,0.276,0.238,0.241,0.233
2024-05-17T23:00:00.0,0.0,0.237,0.275,0.238,0.241,0.233
2024-05-18T00:00:00.0,0.0,0.237,0.274,0.238,0.241,0.233
2024-05-18T01:00:00.0,0.0,0.237,0.274,0.238,0.242,0.233
2024-05-18T02:00:00.0,0.4,0.237,0.273,0.238,0.242,0.233
2024-05-18T03:00:00.0,0.0,0.237,0.273,0.238,0.242,0.233
2024-05-18T04:00:00.0,0.0,0.237,0.272,0.238,0.241,0.233
2024-05-18T05:00:00.0,0.0,0.237,0.272,0.238,0.241,0.233
2024-05-18T06:00:00.0,0.0,0.236,0.271,0.238,0.241,0.233
2024-05-18T07:00:00.0,0.0,0.236,0.27,0.238,0.242,0.233
2024-05-18T08:00:00.0,0.0,0.236,0.27,0.238,0.242,0.233
2024-05-18T09:00:00.0,0.0,0.235,0.269,0.238,0.242,0.233
2024-05-18T10:00:00.0,0.0,0.235,0.269,0.238,0.241,0.233
2024-05-18T11:00:00.0,0.0,0.233,0.268,0.237,0.242,0.233
2024-05-18T12:00:00.0,0.0,0.231,0.267,0.236,0.242,0.233
2024-05-18T13:00:00.0,0.0,0.228,0.266,0.236,0.242,0.233
2024-05-18T14:00:00.0,0.0,0.225,0.265,0.235,0.241,0.233
2024-05-18T15:00:00.0,0.0,0.223,0.263,0.234,0.241,0.233
2024-05-18T16:00:00.0,0.0,0.221,0.262,0.233,0.241,0.233
2024-05-18T17:00:00.0,0.0,0.219,0.261,0.233,0.241,0.233
2024-05-18T18:00:00.0,0.0,0.218,0.26,0.232,0.241,0.233
2024-05-18T19:00:00.0,0.0,0.217,0.26,0.232,0.241,0.233
2024-05-18T20:00:00.0,0.0,0.217,0.259,0.232,0.241,0.233
2024-05-18T21:00:00.0,0.0,0.217,0.259,0.232,0.242,0.233
2024-05-18T22:00:00.0,0.0,0.217,0.259,0.233,0.241,0.232
2024-05-18T23:00:00.0,0.0,0.217,0.258,0.232,0.242,0.233
2024-05-19T00:00:00.0,0.0,0.217,0.258,0.233,0.242,0.232
2024-05-19T01:00:00.0,0.0,0.217,0.258,0.233,0.242,0.232
2024-05-19T02:00:00.0,0.0,0.217,0.258,0.233,0.242,0.233
2024-05-19T03:00:00.0,0.0,0.217,0.257,0.232,0.242,0.232
2024-05-19T04:00:00.0,0.0,0.217,0.257,0.232,0.242,0.232
2024-05-19T05:00:00.0,0.0,0.216,0.257,0.232,0.242,0.232
2024-05-19T06:00:00.0,0.0,0.216,0.257,0.232,0.242,0.232
2024-05-19T07:00:00.0,0.0,0.216,0.257,0.232,0.242,0.232
2024-05-19T08:00:00.0,0.0,0.216,0.257,0.232,0.242,0.232
2024-05-19T09:00:00.0,0.0,0.215,0.258,0.232,0.242,0.233
2024-05-19T10:00:00.0,0.0,0.212,0.256,0.23,0.242,0.232
2024-05-19T11:00:00.0,0.0,0.209,0.255,0.229,0.241,0.232
2024-05-19T12:00:00.0,0.0,0.206,0.253,0.228,0.241,0.232
2024-05-19T13:00:00.0,0.0,0.203,0.251,0.226,0.241,0.232
2024-05-19T14:00:00.0,0.0,0.201,0.248,0.225,0.241,0.232
2024-05-19T15:00:00.0,0.0,0.198,0.247,0.224,0.241,0.232
2024-05-19T16:00:00.0,0.0,0.196,0.247,0.223,0.241,0.232
2024-05-19T17:00:00.0,0.0,0.194,0.246,0.223,0.241,0.232
2024-05-19T18:00:00.0,0.0,0.193,0.245,0.222,0.241,0.232
2024-05-19T19:00:00.0,0.0,0.193,0.244,0.222,0.241,0.232
2024-05-19T20:00:00.0,0.0,0.193,0.244,0.223,0.24,0.232
2024-05-19T21:00:00.0,0.0,0.193,0.243,0.222,0.241,0.232
2024-05-19T22:00:00.0,0.0,0.193,0.243,0.222,0.241,0.232
2024-05-19T23:00:00.0,0.0,0.193,0.243,0.222,0.241,0.232
2024-05-20T00:00:00.0,0.0,0.192,0.243,0.222,0.241,0.232
2024-05-20T01:00:00.0,0.0,0.192,0.242,0.222,0.241,0.232
2024-05-20T02:00:00.0,0.0,0.193,0.242,0.222,0.241,0.232
2024-05-20T03:00:00.0,0.0,0.192,0.242,0.221,0.241,0.232
2024-05-20T04:00:00.0,0.0,0.192,0.242,0.222,0.241,0.232
2024-05-20T05:00:00.0,0.0,0.193,0.242,0.221,0.241,0.232
2024-05-20T06:00:00.0,0.0,0.192,0.242,0.222,0.241,0.232
2024-05-20T07:00:00.0,0.0,0.192,0.242,0.222,0.241,0.232
2024-05-20T08:00:00.0,0.0,0.192,0.241,0.221,0.241,0.232
2024-05-20T09:00:00.0,0.0,0.191,0.241,0.22,0.241,0.232
2024-05-20T10:00:00.0,0.0,0.19,0.24,0.22,0.24,0.232
2024-05-20T11:00:00.0,0.0,0.189,0.241,0.22,0.241,0.232
2024-05-20T12:00:00.0,0.0,0.188,0.239,0.218,0.24,0.231
2024-05-20T13:00:00.0,0.0,0.185,0.239,0.218,0.24,0.232
2024-05-20T14:00:00.0,0.0,0.184,0.237,0.217,0.24,0.232
2024-05-20T15:00:00.0,0.0,0.182,0.233,0.216,0.24,0.232
2024-05-20T16:00:00.0,0.0,0.18,0.233,0.215,0.24,0.232
2024-05-20T17:00:00.0,0.0,0.179,0.232,0.214,0.24,0.232
2024-05-20T18:00:00.0,0.0,0.179,0.231,0.214,0.24,0.232
2024-05-20T19:00:00.0,0.0,0.178,0.23,0.214,0.24,0.232
2024-05-20T20:00:00.0,0.0,0.178,0.23,0.214,0.24,0.232
2024-05-20T21:00:00.0,0.0,0.178,0.23,0.214,0.24,0.232
2024-05-20T22:00:00.0,0.0,0.178,0.229,0.213,0.24,0.232
2024-05-20T23:00:00.0,0.0,0.178,0.229,0.214,0.24,0.232
2024-05-21T00:00:00.0,0.0,0.178,0.229,0.214,0.24,0.232
2024-05-21T01:00:00.0,0.0,0.178,0.229,0.213,0.24,0.232
2024-05-21T02:00:00.0,0.0,0.178,0.229,0.213,0.24,0.232
2024-05-21T03:00:00.0,0.0,0.179,0.228,0.213,0.24,0.232
2024-05-21T04:00:00.0,0.0,0.179,0.228,0.213,0.24,0.232
2024-05-21T05:00:00.0,0.0,0.179,0.228,0.213,0.24,0.232
2024-05-21T06:00:00.0,0.0,0.178,0.228,0.213,0.24,0.232
2024-05-21T07:00:00.0,0.0,0.178,0.227,0.213,0.24,0.232
2024-05-21T08:00:00.0,0.0,0.178,0.227,0.213,0.24,0.232
2024-05-21T09:00:00.0,0.0,0.178,0.226,0.212,0.24,0.232
2024-05-21T10:00:00.0,0.0,0.176,0.225,0.21,0.239,0.232
2024-05-21T11:00:00.0,0.0,0.174,0.224,0.209,0.239,0.232
2024-05-21T12:00:00.0,0.0,0.171,0.225,0.208,0.239,0.232
2024-05-21T13:00:00.0,0.0,0.169,0.223,0.206,0.239,0.232
2024-05-21T14:00:00.0,0.0,0.166,0.222,0.204,0.239,0.232
2024-05-21T15:00:00.0,0.0,0.163,0.221,0.203,0.239,0.232
2024-05-21T16:00:00.0,0.0,0.161,0.22,0.202,0.239,0.232
2024-05-21T17:00:00.0,0.0,0.16,0.219,0.202,0.238,0.232
2024-05-21T18:00:00.0,0.0,0.16,0.219,0.202,0.239,0.232
2024-05-21T19:00:00.0,0.0,0.159,0.219,0.202,0.239,0.232
2024-05-21T20:00:00.0,0.0,0.159,0.219,0.201,0.239,0.232
2024-05-21T21:00:00.0,0.0,0.159,0.218,0.202,0.238,0.232
2024-05-21T22:00:00.0,0.0,0.159,0.218,0.202,0.238,0.232
2024-05-21T23:00:00.0,0.0,0.159,0.218,0.201,0.238,0.232
2024-05-22T00:00:00.0,0.0,0.159,0.218,0.201,0.238,0.232
2024-05-22T01:00:00.0,0.0,0.159,0.218,0.201,0.238,0.232
2024-05-22T02:00:00.0,0.0,0.159,0.218,0.201,0.238,0.232
2024-05-22T03:00:00.0,0.0,0.159,0.218,0.201,0.238,0.232
2024-05-22T04:00:00.0,0.0,0.159,0.217,0.201,0.238,0.231
2024-05-22T05:00:00.0,0.0,0.159,0.218,0.201,0.238,0.232
2024-05-22T06:00:00.0,0.0,0.159,0.22,0.201,0.238,0.232
2024-05-22T07:00:00.0,0.0,0.159,0.22,0.201,0.238,0.232
2024-05-22T08:00:00.0,0.0,0.159,0.218,0.201,0.238,0.232
2024-05-22T09:00:00.0,0.0,0.158,0.219,0.201,0.238,0.232
2024-05-22T10:00:00.0,0.0,0.157,0.218,0.2,0.238,0.232
2024-05-22T11:00:00.0,0.0,0.157,0.217,0.2,0.238,0.232
2024-05-22T12:00:00.0,0.0,0.157,0.217,0.2,0.238,0.232
2024-05-22T13:00:00.0,0.0,0.157,0.216,0.2,0.238,0.232
2024-05-22T14:00:00.0,0.0,0.156,0.216,0.199,0.238,0.231
2024-05-22T15:00:00.0,0.0,0.156,0.215,0.199,0.238,0.232
2024-05-22T16:00:00.0,0.0,0.155,0.215,0.198,0.237,0.232
2024-05-22T17:00:00.0,0.0,0.155,0.214,0.198,0.237,0.232
2024-05-22T18:00:00.0,0.0,0.155,0.214,0.198,0.238,0.232
2024-05-22T19:00:00.0,0.0,0.155,0.214,0.198,0.237,0.232
2024-05-22T20:00:00.0,0.0,0.155,0.214,0.198,0.237,0.232
2024-05-22T21:00:00.0,0.0,0.155,0.214,0.198,0.237,0.231
2024-05-22T22:00:00.0,0.0,0.155,0.214,0.198,0.237,0.232
2024-05-22T23:00:00.0,0.0,0.155,0.214,0.198,0.237,0.232
2024-05-23T00:00:00.0,0.0,0.155,0.214,0.198,0.237,0.232
2024-05-23T01:00:00.0,0.0,0.155,0.214,0.198,0.237,0.232
2024-05-23T02:00:00.0,0.0,0.155,0.215,0.198,0.237,0.231
2024-05-23T03:00:00.0,0.0,0.155,0.214,0.198,0.237,0.232
2024-05-23T04:00:00.0,0.0,0.155,0.214,0.198,0.237,0.231
2024-05-23T05:00:00.0,0.0,0.155,0.215,0.198,0.237,0.231
2024-05-23T06:00:00.0,1.0,0.155,0.214,0.197,0.237,0.232
2024-05-23T07:00:00.0,2.9,0.162,0.214,0.198,0.237,0.231
2024-05-23T08:00:00.0,1.6,0.186,0.214,0.198,0.237,0.231
2024-05-23T09:00:00.0,0.0,0.192,0.214,0.198,0.237,0.231
2024-05-23T10:00:00.0,0.0,0.193,0.214,0.197,0.237,0.231
2024-05-23T11:00:00.0,0.0,0.191,0.214,0.196,0.237,0.231
2024-05-23T12:00:00.0,0.0,0.189,0.213,0.195,0.237,0.231
2024-05-23T13:00:00.0,0.0,0.187,0.213,0.195,0.237,0.231
2024-05-23T14:00:00.0,0.0,0.184,0.212,0.193,0.237,0.231
2024-05-23T15:00:00.0,0.0,0.182,0.211,0.192,0.236,0.231
2024-05-23T16:00:00.0,0.0,0.18,0.211,0.191,0.236,0.231
2024-05-23T17:00:00.0,0.0,0.178,0.211,0.191,0.236,0.231
2024-05-23T18:00:00.0,0.0,0.177,0.211,0.191,0.236,0.231
2024-05-23T19:00:00.0,0.0,0.177,0.21,0.191,0.236,0.231
2024-05-23T20:00:00.0,0.0,0.176,0.21,0.192,0.236,0.231
2024-05-23T21:00:00.0,0.0,0.176,0.21,0.191,0.236,0.231
2024-05-23T22:00:00.0,0.0,0.177,0.21,0.191,0.236,0.231
2024-05-23T23:00:00.0,0.0,0.176,0.21,0.191,0.236,0.231
2024-05-24T00:00:00.0,0.0,0.176,0.21,0.191,0.236,0.231
2024-05-24T01:00:00.0,0.0,0.176,0.21,0.191,0.236,0.231
2024-05-24T02:00:00.0,0.0,0.176,0.211,0.192,0.236,0.23
2024-05-24T03:00:00.0,0.0,0.176,0.21,0.192,0.236,0.231
2024-05-24T04:00:00.0,0.0,0.176,0.211,0.192,0.236,0.231
2024-05-24T05:00:00.0,0.0,0.176,0.21,0.192,0.236,0.23
2024-05-24T06:00:00.0,0.0,0.175,0.211,0.192,0.236,0.23
2024-05-24T07:00:00.0,0.0,0.175,0.21,0.192,0.235,0.23
2024-05-24T08:00:00.0,0.0,0.175,0.21,0.192,0.235,0.231
2024-05-24T09:00:00.0,0.0,0.174,0.21,0.191,0.235,0.231
2024-05-24T10:00:00.0,0.0,0.172,0.21,0.19,0.235,0.23
2024-05-24T11:00:00.0,0.0,0.17,0.209,0.189,0.235,0.23
2024-05-24T12:00:00.0,0.0,0.168,0.208,0.187,0.235,0.23
2024-05-24T13:00:00.0,0.0,0.166,0.207,0.187,0.235,0.23
2024-05-24T14:00:00.0,0.0,0.164,0.206,0.186,0.235,0.23
2024-05-24T15:00:00.0,0.0,0.162,0.206,0.186,0.235,0.23
2024-05-24T16:00:00.0,0.0,0.16,0.206,0.185,0.235,0.23
2024-05-24T17:00:00.0,0.0,0.159,0.205,0.184,0.234,0.23
2024-05-24T18:00:00.0,0.0,0.158,0.205,0.184,0.234,0.23
2024-05-24T19:00:00.0,0.0,0.157,0.205,0.185,0.234,0.23
2024-05-24T20:00:00.0,0.0,0.157,0.205,0.185,0.234,0.23
2024-05-24T21:00:00.0,0.0,0.157,0.205,0.185,0.234,0.23
2024-05-24T22:00:00.0,0.0,0.157,0.205,0.184,0.234,0.23
2024-05-24T23:00:00.0,0.0,0.157,0.205,0.185,0.234,0.23
2024-05-25T00:00:00.0,0.0,0.157,0.205,0.185,0.234,0.23
2024-05-25T01:00:00.0,0.0,0.157,0.205,0.185,0.234,0.23
2024-05-25T02:00:00.0,0.0,0.157,0.205,0.185,0.234,0.23
2024-05-25T03:00:00.0,0.0,0.157,0.205,0.185,0.234,0.23
2024-05-25T04:00:00.0,0.0,0.157,0.205,0.185,0.234,0.23
2024-05-25T05:00:00.0,0.0,0.157,0.205,0.185,0.234,0.23
2024-05-25T06:00:00.0,0.0,0.157,0.205,0.185,0.234,0.23
2024-05-25T07:00:00.0,0.0,0.157,0.205,0.185,0.234,0.23
2024-05-25T08:00:00.0,0.0,0.156,0.205,0.185,0.234,0.23
2024-05-25T09:00:00.0,0.0,0.155,0.204,0.184,0.234,0.23
2024-05-25T10:00:00.0,0.0,0.155,0.204,0.184,0.234,0.229
2024-05-25T11:00:00.0,0.0,0.154,0.203,0.184,0.234,0.229
2024-05-25T12:00:00.0,0.0,0.153,0.203,0.183,0.234,0.229
2024-05-25T13:00:00.0,0.0,0.151,0.202,0.181,0.233,0.229
2024-05-25T14:00:00.0,0.0,0.149,0.201,0.18,0.233,0.229
2024-05-25T15:00:00.0,0.0,0.147,0.2,0.179,0.232,0.229
2024-05-25T16:00:00.0,0.0,0.146,0.199,0.178,0.232,0.229
2024-05-25T17:00:00.0,0.0,0.145,0.198,0.178,0.232,0.229
2024-05-25T18:00:00.0,0.0,0.145,0.198,0.178,0.232,0.229
2024-05-25T19:00:00.0,0.0,0.145,0.197,0.179,0.232,0.229
2024-05-25T20:00:00.0,0.0,0.145,0.197,0.178,0.232,0.229
2024-05-25T21:00:00.0,0.0,0.145,0.197,0.178,0.232,0.229
2024-05-25T22:00:00.0,0.0,0.145,0.197,0.179,0.232,0.229
2024-05-25T23:00:00.0,0.0,0.145,0.197,0.179,0.232,0.229
2024-05-26T00:00:00.0,0.0,0.145,0.198,0.178,0.232,0.229
2024-05-26T01:00:00.0,0.0,0.145,0.199,0.179,0.232,0.229
2024-05-26T02:00:00.0,0.0,0.145,0.199,0.179,0.232,0.229
2024-05-26T03:00:00.0,0.0,0.145,0.199,0.179,0.232,0.229
2024-05-26T04:00:00.0,0.0,0.145,0.199,0.179,0.232,0.229
2024-05-26T05:00:00.0,0.0,0.145,0.198,0.178,0.232,0.229
2024-05-26T06:00:00.0,0.0,0.145,0.198,0.179,0.232,0.229
2024-05-26T07:00:00.0,0.0,0.145,0.199,0.178,0.232,0.229
2024-05-26T08:00:00.0,0.0,0.145,0.2,0.178,0.232,0.229
2024-05-26T09:00:00.0,0.0,0.144,0.198,0.178,0.232,0.229
2024-05-26T10:00:00.0,0.0,0.143,0.199,0.177,0.232,0.229
